Hotel_Name,Price,Rating,Reviews,City,Rating_status
Hotel InTourist by Agira Hotel,843,,0,Bengaluru,No Rating
C Suites - Signature Towers,1313,,0,Bengaluru,No Rating
"The Oberoi, Bengaluru",28614,9.5,17492,Bengaluru,High
The Oterra,29500,9.1,9469,Bengaluru,High
"goSTOPS Bengaluru HSR, Silk Board",1353,,0,Bengaluru,No Rating
Truelife Whitefield - Premium 1 BHK Apartments - Prime location - Easy access to Main Rd - Metro - ITPL - Fast WiFi - Kitchen - Smart TV - Power backu,3213,,0,Bengaluru,No Rating
Tipiverse,1616,,0,Bengaluru,No Rating
Pristine Boutique Stay,1838,,0,Bengaluru,No Rating
Hotel U.T.ELITE,1890,,0,Bengaluru,No Rating
Collection O Champion Paradise,1745,,0,Bengaluru,No Rating
Hotel Sky Blue Suites,1230,,0,Bengaluru,No Rating
Z Express Unico,980,,0,Bengaluru,No Rating
Fortune Rooms Kammanahalli,1323,,0,Bengaluru,No Rating
"Sai Manyata Inn, Bangalore",1454,,0,Bengaluru,No Rating
1 RK AC Room with Open Terrace Manyata Tech Park,2100,,0,Bengaluru,No Rating
MySpace Forest Keys,2573,,0,Bengaluru,No Rating
DayOne Suites Kuvempu,2504,8.7,3,Bengaluru,High
Homeslice Brookfield - One Bedroom Apartments,1898,,0,Bengaluru,No Rating
Vintage inn by Pepe Hospitality,2179,,0,Bengaluru,No Rating
Parkwood Suites Kadubeesanahalli-Fully Vaccinated Staff,2600,,0,Bengaluru,No Rating
Villa De Dune 369 Boho House,2294,,0,Bengaluru,No Rating
Electrifying 2 Bhk Getaway,1955,,0,Bengaluru,No Rating
Globus Hotel by Silicon Hearth,1839,,0,Bengaluru,No Rating
Harmony residency,2624,,0,Bengaluru,No Rating
Super OYO PALMS INN ROOMS,905,,0,Bengaluru,No Rating
Villa de dunes 369 Cherry Croft-Premium Pent house with Hot bath Tub near ECity,2936,9,1,Bengaluru,High
Nest By Rivido Apart Hotel,3308,,0,Bengaluru,No Rating
Axon Bellandur,6390,,0,Bengaluru,No Rating
Presidency address apartments,3686,5,2,Bengaluru,Medium
Luxe 1BHK,4253,,0,Bengaluru,No Rating
Vibrant 1 BHK Studio House Park Views@ Begurwoods,3675,,0,Bengaluru,No Rating
Sports Icon Suites,790,,0,Bengaluru,No Rating
Sahane,4200,,0,Bengaluru,No Rating
Vistar Resort & Hotels,3579,,0,Bengaluru,No Rating
The Lounge Business Hotel,1332,,0,Bengaluru,No Rating
Urbanstay Service Appartment,3827,,0,Bengaluru,No Rating
DHABITAT SERVICE APARTMENTS,2694,,0,Bengaluru,No Rating
Adarsha Palace,1128,,0,Bengaluru,No Rating
Shining Star Residency,2457,,0,Bengaluru,No Rating
Star Bliss Plaza,992,,0,Bengaluru,No Rating
Xotel Koramangala,831,,0,Bengaluru,No Rating
Zostel Bangalore (Koramangala),1020,,0,Bengaluru,No Rating
C Suites - Lotus Park,1932,,0,Bengaluru,No Rating
HomeSlice Whitefield - 1BHK/ 2BHK Apartment/ Studio Room,1590,,0,Bengaluru,No Rating
Tea Harbour,3138,,0,Bengaluru,No Rating
Swiss Royal Suites,1964,,0,Bengaluru,No Rating
Courtyard by Marriott Bengaluru Hebbal,29146,9.1,10542,Bengaluru,High
Raj,835,,0,Bengaluru,No Rating
Gold Coins Club & Resort,3093,,0,Bengaluru,No Rating
Grand Continent Brookefield - A Sarovar Portico Affiliate Hotel,6414,,0,Bengaluru,No Rating
TGI Livancia The Sojourn,2463,,0,Bengaluru,No Rating
Locul.uptown,1474,,0,Bengaluru,No Rating
Urban Inn,1669,,0,Bengaluru,No Rating
Hotel Eyrie Nest Bangalore,1285,,0,Bengaluru,No Rating
Seasons Suites - Hbr,2381,,0,Bengaluru,No Rating
Fabhotel Prime The Vintage Inn,2003,,0,Bengaluru,No Rating
Grand View Hotel,1076,,0,Bengaluru,No Rating
Ruby Park,1786,,0,Bengaluru,No Rating
Hotel The Lutino,999,,0,Bengaluru,No Rating
Elysees Serviced Suites,2598,,0,Bengaluru,No Rating
Srinidhi Residency Murugeshpalya,1349,,0,Bengaluru,No Rating
Temple Keys Hotel,2000,,0,Bengaluru,No Rating
PVR Suites off Bannerghatta Road,2086,,0,Bengaluru,No Rating
Myspace Triton Suites,3906,,0,Bengaluru,No Rating
Hotel Grand Kasturi,2516,,0,Bengaluru,No Rating
Townhouse Oak Electronic City Formerly Trubell Hotel,1820,,0,Bengaluru,No Rating
FLORA SUITES,3308,,0,Bengaluru,No Rating
Sapphire Inn,930,,0,Bengaluru,No Rating
Ira Forest,1652,,0,Bengaluru,No Rating
FabHotel Bougainvillea Suites - Horamavu,2321,,0,Bengaluru,No Rating
"The Hosteller Bangalore, Marathahalli",1969,,0,Bengaluru,No Rating
Sun Shine Hotel,2239,,0,Bengaluru,No Rating
Locul Central - Church Street,1871,,0,Bengaluru,No Rating
Hotel Ronvix,783,,0,Bengaluru,No Rating
Marriott Executive Apartments Bengaluru UB City,19057,,0,Bengaluru,No Rating
"Housr Charlie, HSR Layout Bengaluru",4498,,0,Bengaluru,No Rating
Hotel Hebron Suites,1600,,0,Bengaluru,No Rating
Hotel O Sri Durga Residency,1506,,0,Bengaluru,No Rating
Go8485,1709,,0,Bengaluru,No Rating
OYO 18718 Pavitra Delux,1193,,0,Bengaluru,No Rating
Fabhotel Banyan Tree,1432,,0,Bengaluru,No Rating
Hotel Sandalwood Inn,1133,,0,Bengaluru,No Rating
Inchara - Jp Nagar,2940,,0,Bengaluru,No Rating
Collection O 92647 Hotel Aditya Grand,1326,,0,Bengaluru,No Rating
Nisarga Resort,2872,,0,Bengaluru,No Rating
"Ahom Comfort, ""A Unit of OBEROI REALTORS AND HOSPITALITY SERVICES"", Bangalore",1731,,0,Bengaluru,No Rating
Hotel Greencity Comforts,1116,,0,Bengaluru,No Rating
Orange Tree Residency,1102,,0,Bengaluru,No Rating
Hotel Symphony Suites,1240,,0,Bengaluru,No Rating
Treebo Trend New Plus Point Suites,2117,,0,Bengaluru,No Rating
Hotel O Ramachandrapuram,2093,,0,Bengaluru,No Rating
Open Hotel By Olive - Ejipura,1838,,0,Bengaluru,No Rating
The Pinnacle - Electronic City,1751,,0,Bengaluru,No Rating
FabHotel East Land,1989,,0,Bengaluru,No Rating
Av Leisure Stay,1352,,0,Bengaluru,No Rating
"Hotel Well Suites, Bangalore",1425,,0,Bengaluru,No Rating
Hotel O Shivas Inn,1028,,0,Bengaluru,No Rating
HKP Residency,1425,,0,Bengaluru,No Rating
Delta Inn Madiwala,749,,0,Bengaluru,No Rating
Collection O Ivory Pearl,2965,,0,Bengaluru,No Rating
Townhouse Indiranagar Formerly Leela Park Domlur,2656,,0,Bengaluru,No Rating
Earth Hotels - Domlur,1897,,0,Bengaluru,No Rating
Rk Inn,2100,,0,Bengaluru,No Rating
UPTOWN Inn,1797,,0,Bengaluru,No Rating
Wandr By Settl Ulsoor,3249,,0,Bengaluru,No Rating
La Serene Boutique Hotel - Manyata Tech Park,3175,,0,Bengaluru,No Rating
Oyo Hotel Aishwarya Comforts,742,,0,Bengaluru,No Rating
Hotel O by OYO Sri Balaji Residency,867,,0,Bengaluru,No Rating
Alcott & Resorts,3473,,0,Bengaluru,No Rating
Northern Aura,2219,,0,Bengaluru,No Rating
"Bangalore Airport Inn Hotel, Near Kempegowda Airport",1207,,0,Bengaluru,No Rating
Hotel O Sj Comfort,660,,0,Bengaluru,No Rating
Castle Infinity Hsr Apartment,4212,,0,Bengaluru,No Rating
"Staymazing 1,2 & 3 Bhk A/c Apartments In Hebbal",2408,,0,Bengaluru,No Rating
THE NISARGA GRAND,1890,,0,Bengaluru,No Rating
Hotel Olive Leaves,2064,,0,Bengaluru,No Rating
Tea Pavilion,3119,,0,Bengaluru,No Rating
Kings Club,1647,,0,Bengaluru,No Rating
The Pentouz - A Boutique Hotel,9234,,0,Bengaluru,No Rating
"Hotel Chalet, Madiwala",1145,,0,Bengaluru,No Rating
HOTEL VIJAYA LAKSHMI RESIDENCY - YESHWANTHPUR,1271,,0,Bengaluru,No Rating
"ROYAL PARK NEAR BELLANDHUR,HSR",744,,0,Bengaluru,No Rating
Goroomgo Garden Home Stay Bengaluru,999,,0,Bengaluru,No Rating
Hotel Sharan,893,,0,Bengaluru,No Rating
"Sai Bliss International, Bangalore",1394,,0,Bengaluru,No Rating
Hotel Royal Blooms,1708,,0,Bengaluru,No Rating
Oyo Megha Ventures Boarding & Lodging,1085,,0,Bengaluru,No Rating
Arabian Residency,1041,,0,Bengaluru,No Rating
Kings Palace Manyata,893,,0,Bengaluru,No Rating
Wesland Inn,1991,,0,Bengaluru,No Rating
Sai Comforts Rooms,1125,,0,Bengaluru,No Rating
Bluefin Rooms,1116,,0,Bengaluru,No Rating
"2390 Home Tales By Tipiverse, Hsr Layout",1292,,0,Bengaluru,No Rating
Oyo M S Boarding And Lodging,784,,0,Bengaluru,No Rating
Hotel Rize Inn,1836,,0,Bengaluru,No Rating
Shravanya Comforts,1300,,0,Bengaluru,No Rating
Mann Pasand Inn Feel the Luxury,1219,,0,Bengaluru,No Rating
FabHotel HSR Gateway,1398,,0,Bengaluru,No Rating
Tulip Inn Kothanur,1238,,0,Bengaluru,No Rating
JW Marriott Hotel Bengaluru,31860,9.2,28360,Bengaluru,High
Nandu Hospitality Manyata Tech Park Hebbal Guest House,1398,,0,Bengaluru,No Rating
Hilton Garden Inn Bengaluru Whitefield,12980,,0,Bengaluru,No Rating
Karunya Residency,2201,,0,Bengaluru,No Rating
FabHotel Metro Suites,1326,,0,Bengaluru,No Rating
vyshakh,2973,,0,Bengaluru,No Rating
Via SLV Suites,2110,,0,Bengaluru,No Rating
Townhouse Oak Grand Wilton Inn Opposite Phoenix Market City,2770,,0,Bengaluru,No Rating
Collection O Ss Home Stay,743,,0,Bengaluru,No Rating
Purple Cloud Urban - 2 Star,1992,,0,Bengaluru,No Rating
Super Townhouse Civil Aviation Hal Road,1356,,0,Bengaluru,No Rating
Open Hotel by Olive - Meet Me At,1312,,0,Bengaluru,No Rating
Fabhotel Luxury Suites,1221,,0,Bengaluru,No Rating
Fabhotel Skyline,1886,,0,Bengaluru,No Rating
Olive Hotel Kundalahalli by Embassy Group,4328,,0,Bengaluru,No Rating
OYO PM Hotels,1291,,0,Bengaluru,No Rating
Treebo Tryst Runway Suites - Marathahalli,1633,,0,Bengaluru,No Rating
Townhouse Dasarahalli,1492,,0,Bengaluru,No Rating
Luxury Suite - Leela Residences,10030,,0,Bengaluru,No Rating
Aeon Hotel,1146,,0,Bengaluru,No Rating
Z-express Inxs,960,,0,Bengaluru,No Rating
Collection O Hotel Olive,896,,0,Bengaluru,No Rating
Luxre Homes,3716,,0,Bengaluru,No Rating
FabHotel Shakthi Suites,2304,,0,Bengaluru,No Rating
Sip Boutique Villa & Apartment,4244,,0,Bengaluru,No Rating
"ITC Gardenia, a Luxury Collection Hotel, Bengaluru",32450,9.2,31032,Bengaluru,High
Lg Signature Suites,6068,,0,Bengaluru,No Rating
Rg Suites Silkboard,1598,,0,Bengaluru,No Rating
Purple Cloud Urban,2300,,0,Bengaluru,No Rating
Elmas Suites - Bellandur,4918,,0,Bengaluru,No Rating
Collection O Electronic City,1004,,0,Bengaluru,No Rating
Spot On 810681 Vasavi Residency,891,,0,Bengaluru,No Rating
Spot On 81048 Canton Lodging And Boarding,836,,0,Bengaluru,No Rating
V S V Avenue,1354,,0,Bengaluru,No Rating
Atithi Comforts,825,,0,Bengaluru,No Rating
Octave Hotel Stay Bliss,2880,,0,Bengaluru,No Rating
Collection O Hotel Manu,1475,,0,Bengaluru,No Rating
Stellar Homes Bangalore,2835,,0,Bengaluru,No Rating
Falcon Suites Shantinagar,1566,,0,Bengaluru,No Rating
Hyatt Centric Hebbal Bengaluru,33064,8.9,276,Bengaluru,High
The Auberge - Boutique Hotel,1825,,0,Bengaluru,No Rating
Green Valley Suites,1995,,0,Bengaluru,No Rating
Eiffel Suites - Kammanahalli,6223,,0,Bengaluru,No Rating
Courtyard by Marriott Bengaluru Outer Ring Road,33630,9.1,10751,Bengaluru,High
Conrad Bengaluru,31270,9.1,19651,Bengaluru,High
"Treebo Galaxy Kings Suites, Hebbal",2692,,0,Bengaluru,No Rating
Fabhotel Brigade Suites,1771,,0,Bengaluru,No Rating
Mystay Suites,2174,,0,Bengaluru,No Rating
Ishwerya Oasis- A unit by Tranquil Homes,2246,,0,Bengaluru,No Rating
Pph Living Royal Imperial Comforts,1775,,0,Bengaluru,No Rating
FabHotel Ayodhya Palace,1913,,0,Bengaluru,No Rating
Housr Ferguson Apartment Near Radisson,3044,,0,Bengaluru,No Rating
Blue Diamond Luxury Stay,2174,,0,Bengaluru,No Rating
Luxury 4bhk In E-city With 40 Amenities,1527,,0,Bengaluru,No Rating
Hotel Hill Valley,4708,,0,Bengaluru,No Rating
Fabhotel Jvh,1728,,0,Bengaluru,No Rating
Treebo Trend Daivik Sunset Suites,1582,,0,Bengaluru,No Rating
HZ Bangalore Stories,2584,,0,Bengaluru,No Rating
Pvr Suites,3407,,0,Bengaluru,No Rating
Hotel Grand Vista Inn,2142,,0,Bengaluru,No Rating
"The Ritz - Carlton, Bangalore",35400,9.3,22676,Bengaluru,High
Taj West End,36580,9.2,23508,Bengaluru,High
Shangri-La Bengaluru,42480,9.2,26769,Bengaluru,High
The Paul Bangalore,30234,9.1,6699,Bengaluru,High
Blue Lotus Residency,2068,,0,Bengaluru,No Rating
Fabhotel Platinum Palace,1986,,0,Bengaluru,No Rating
Hsr Lodestone By Newstays,2354,,0,Bengaluru,No Rating
Crowne Plaza Bengaluru Electronics City,31270,8.7,152,Bengaluru,High
Taj MG Road Bengaluru,44250,9,27213,Bengaluru,High
The Leela Palace Bengaluru,42480,9.3,43809,Bengaluru,High
Four Seasons Hotel Bengaluru at Embassy ONE,43660,9.3,8830,Bengaluru,High
Stony Grove Farm Resort,30800,,0,Bengaluru,No Rating
New Regency,579,6.5,668,Chennai,Medium
Holiday Inn Express Chennai Omr Thoraipakkam By Ihg,4204,8.2,4620,Chennai,High
Hotel Pandian,1521,7.1,5869,Chennai,Medium
Zam zam residents,595,6.3,757,Chennai,Medium
Mount Manor,3274,7,2548,Chennai,Medium
Ambassador Pallava,5250,8.2,8451,Chennai,High
Broad Lands,851,7.7,1848,Chennai,Medium
Hotel Akmg Towers,1496,8.5,627,Chennai,High
Saravanaa,1188,7.2,574,Chennai,Medium
ibis Chennai Sipcot,4199,8.7,15951,Chennai,High
Hotel Gokulam Park,2369,7.5,2849,Chennai,Medium
The Mount City Near US Consulate,1914,6.6,525,Chennai,Medium
Liza Regency,2154,8.1,3385,Chennai,High
Raj Park Hotel Chennai,6915,7.5,6900,Chennai,Medium
Star Residency,1285,7.1,617,Chennai,Medium
Four Points by Sheraton Chennai OMR,4668,8,3567,Chennai,High
NB Inn Palace,893,8,1275,Chennai,High
Fairfield by Marriott Chennai OMR,4746,8.4,3273,Chennai,High
Grand Oliver,1841,7.2,1169,Chennai,Medium
The Park Chennai,9200,7.9,29710,Chennai,Medium
Vasantha Lodge Purasawalkam chennai,630,7.1,410,Chennai,Medium
Hotel White Park,1388,6.8,653,Chennai,Medium
Hotel Joyce,1502,6.3,2786,Chennai,Medium
Hotel Marina Inn Egmore Chennai,2055,7.7,2708,Chennai,Medium
SM MANSION near Harbour & High court,1050,9.2,2703,Chennai,High
YWCA international,3169,8.5,1445,Chennai,High
44 Oasis,4350,8,523,Chennai,High
Hotel Chandra Park,1817,7.1,2565,Chennai,Medium
"Radha Regent, Chennai",7350,8.3,11461,Chennai,High
OYO 15675 Nachiappa Park,2690,8.4,985,Chennai,High
Ginger Chennai - Vadapalani,4724,7.9,6681,Chennai,Medium
Crescent Park,3303,7.9,1035,Chennai,Medium
Pine Tree Signature,2307,6.8,851,Chennai,Medium
Thaj Regency,667,5.8,1627,Chennai,Medium
Hotel Beebiz Guindy,3080,7.3,503,Chennai,Medium
Hotel Pearl International,2215,7.1,642,Chennai,Medium
Kingscross Residency,3119,8,176,Chennai,High
Sheraton Grande Hotel - Business Class Hotel - Near Central Railway Station,3045,9.2,2264,Chennai,High
Royal Green Accommodation,992,7.4,977,Chennai,Medium
"Welcomhotel by ITC Hotels, GST Road, Chennai",9558,8.8,7824,Chennai,High
Hotel Vestin Park,3452,7.8,5958,Chennai,Medium
Abu sarovar portico ex Abu Palace,3708,7.4,5728,Chennai,Medium
Upar Hotels T Nagar,2473,8.5,2311,Chennai,High
"The Dolphin Park Hotel, Virugambakkam",1511,7.6,663,Chennai,Medium
Horizon Inn,1229,6.4,856,Chennai,Medium
Hyatt Regency Chennai,15340,8.7,25795,Chennai,High
Ponneri Gymkhana Club,2604,6.7,13,Chennai,Medium
Ginger Chennai,7874,6.9,3422,Chennai,Medium
Miot Grande,3885,8.1,86,Chennai,High
Hotel Atchaya,2518,6.7,87,Chennai,Medium
First Inn Hotels Chennai,3500,7.2,277,Chennai,Medium
"Zaith Residency, Chennai",1967,6.9,1336,Chennai,Medium
Aum Karthikeya Residency,714,6,297,Chennai,Medium
"Keys Select by Lemon Tree Hotels, Katti-Ma, Chennai",7443,8.1,2615,Chennai,High
i5 Boutique Hotel,1576,6.9,295,Chennai,Medium
GM Residency,1040,5.8,428,Chennai,Medium
Turyaa Chennai,8837,8.8,11676,Chennai,High
Green Tree Hotel-Near VFS Global and Ramee Mall,1049,8.3,1337,Chennai,High
Hotel Sathyam Grand Resorts,4184,8.6,361,Chennai,High
Golden Fruits Business Suites,3638,8.1,2664,Chennai,High
Hotel Mount Kailash Suites,3565,8.3,4138,Chennai,High
Hotel Aadithya,5880,8,1762,Chennai,High
Victory Mansion,982,6.7,580,Chennai,Medium
Ibis Chennai Omr,4388,9,14154,Chennai,High
"Pride Hotel, Chennai",5296,7.3,5855,Chennai,Medium
Treebo Trend Fourth Avenue,4000,7.9,2473,Chennai,Medium
S Hotels Chennai,4619,8,1600,Chennai,High
Hotel Halez,4200,8.6,1122,Chennai,High
Saibala Inn,1285,6.1,912,Chennai,Medium
Season 4 Residences - Nungambakkam,4972,7.3,1827,Chennai,Medium
Quality Inn Sabari,6391,7.9,8347,Chennai,Medium
Rohaan Inn - UPAR Hotels Ashok Nagar,2130,8.5,1629,Chennai,High
Hotel Ranjith,5775,8,1298,Chennai,High
Lee Crysstal,2065,7.5,1664,Chennai,Medium
The Kings Park Grand-Near US Consulate,4934,7.5,1183,Chennai,Medium
The Park View Inn,1402,5,808,Chennai,Medium
Vijaya Residency - Porur,2537,7.7,824,Chennai,Medium
Treebo Trend Pechis Castle,4375,8.2,2045,Chennai,High
"Hotel Maurya International, Chennai",3056,7.3,178,Chennai,Medium
Kolam Serviced Apartments - Adyar.,4699,8.9,695,Chennai,High
Treebo Trend Nestlay Airport Alandur,3487,7.9,24219,Chennai,Medium
FabExpress B Zone,2690,7.8,1944,Chennai,Medium
Avenue 11 Boutique Residences,5639,8.5,1557,Chennai,High
Orion Residency,1806,7.2,1319,Chennai,Medium
Shrivalli Residency,1661,6.9,55,Chennai,Medium
"Zone By The Park, ORR, Chennai",5669,8.3,4627,Chennai,High
Jasmine park,2744,7.6,87,Chennai,Medium
"Apollo Court (Apollo hospital,Sankara natralya, US consulate",2646,8.4,510,Chennai,High
Pine Tree Boutique Hotel,1698,7.4,2417,Chennai,Medium
Hotel Sorrento Guest House,1155,7,419,Chennai,Medium
Zingle Stay Airport Hotel,2501,7.5,1898,Chennai,Medium
Bloom Hub Guindy,7737,9.2,3148,Chennai,High
Royal Palace Marina,1191,6.6,1133,Chennai,Medium
Karuna Regent,1238,7.1,213,Chennai,Medium
Redfox Cinemascope An Apart Hotel,3124,8.1,941,Chennai,High
WISHTREE DORMITORY/CORPORATE DORMITORY FOR TECHIES AND TRAINEES,901,7.6,99,Chennai,Medium
Stay Court - Business Class Hotel - Near Central Railway Station,2100,9.3,2375,Chennai,High
FabHotel Sky Bay,2486,7.6,1640,Chennai,Medium
Hotel Nk Grand Park Airport Hotel,3404,7.6,3367,Chennai,Medium
Treebo Trend Grace Residency,1797,9.3,679,Chennai,High
MR.WHITE PRIME RESIDENCY,1680,7.9,5,Chennai,Medium
Canyon sun,2147,8.1,436,Chennai,High
La Woods Hotel,4691,8.5,2388,Chennai,High
Nayagara Hotel,2286,6.8,1499,Chennai,Medium
Park Plaza Chennai OMR,4829,8.1,6295,Chennai,High
Shelter Beach Resort,6299,8.1,4688,Chennai,High
Hanu Reddy Residences Wallace Garden,4093,8.7,1194,Chennai,High
HOTEL GREENS - Puratchi Thalaivar Dr M G Ramachandran Central Railway Station Chennai,2205,7.9,602,Chennai,Medium
Super Collection O Sathyabama University Sithalapakkam Formerly Srinivasa Residency,1466,7.6,408,Chennai,Medium
Treebo Trend Elan,2888,7.6,4843,Chennai,Medium
The Madras Grand,6179,8.3,2685,Chennai,High
Adithya,972,7.5,1004,Chennai,Medium
FabHotel Prime The Vijay Park,2435,5.4,224,Chennai,Medium
Saaral Residency,3050,7.5,1061,Chennai,Medium
St Xavier always,998,6.4,694,Chennai,Medium
Grand Cascade,2759,7.5,2073,Chennai,Medium
Brownstar Boutique Hotel,3118,7.2,64,Chennai,Medium
SKY GATE,1486,7.6,727,Chennai,Medium
Mallika Residency,839,6.8,2245,Chennai,Medium
HOTEL SPARK RESIDENCY,1575,7.4,592,Chennai,Medium
SUPREME STAY,1382,7.9,867,Chennai,Medium
S4 Residency,1651,6.4,823,Chennai,Medium
Itsy Hotels Deluxe Inn,2555,7.5,744,Chennai,Medium
Mount Residency,1452,7.4,1308,Chennai,Medium
V7,2660,7.4,5295,Chennai,Medium
Citadines OMR Chennai,7844,8.8,6973,Chennai,High
The Spin,1429,7.6,2437,Chennai,Medium
Treebo Trend Eco Stay Nandanam,2508,7.1,831,Chennai,Medium
Hotel O Perungudi,1563,5.7,930,Chennai,Medium
HOTEL KEK GRAND PARK,1685,6.5,1046,Chennai,Medium
Comfort Park Inn (Unit of Prohotel),1890,9.4,402,Chennai,High
Esthell,5494,7.5,72,Chennai,Medium
Simsan Hotel,2334,7.5,3925,Chennai,Medium
FabHotel Chennai Palace,2779,8.3,2466,Chennai,High
Hablis Hotel,12365,8.3,15200,Chennai,High
"Lloyds Serviced Apartments,Krishna Street,T Nagar",2147,8.5,1647,Chennai,High
Mango Hill Central Chennai,7135,8.1,666,Chennai,High
Itsy By Treebo - Rithika Inn Blossoms,1771,7.8,556,Chennai,Medium
Jjs Park Innguest House,1963,7.4,1496,Chennai,Medium
Hotel Sarada Nivas,1108,6.4,249,Chennai,Medium
M Stays,5618,8.7,886,Chennai,High
Greens Gate Chennai,1885,7.4,3187,Chennai,Medium
Hanu Reddy Residences Poes Garden,4755,8.8,2521,Chennai,High
Season 4 Residences -Thiruvanmiyur Near Tidel park Apollo Proton cancer center and IIT Madras Research Park,1618,7,1110,Chennai,Medium
"Venture Park, OMR, Thoraipakkam, Chennai",1876,6.7,2077,Chennai,Medium
FabHotel Home Tree Service Apartment,3086,6.3,5,Chennai,Medium
FabHotel The Royal Plaza - Koyambedu,3426,7.4,6814,Chennai,Medium
Treebo Trend Vapr Guindy Ekkatuthangal,4023,8.3,860,Chennai,High
GRAND ONE TOWER,2753,8.4,468,Chennai,High
Harrisons Hotel,4094,8,4027,Chennai,High
Goutham Manor,2714,6.8,56,Chennai,Medium
FabHotel Blossoms Service Apartment,3496,7.7,8,Chennai,Medium
Sun Shine,1499,7.2,863,Chennai,Medium
Nestlay Rooms Vanagaram,2250,7.4,671,Chennai,Medium
Pearl Homestay Ramapuram,1191,5.8,13,Chennai,Medium
Hotel Highnest,3024,7,532,Chennai,Medium
Green Grande Inn,1815,8.1,16,Chennai,High
Ulo Chellam Residency,1335,7.1,381,Chennai,Medium
Super Hotel O Flagship Perfect Stay Near Meenambakkam Metro Station,2545,7.2,561,Chennai,Medium
Avenue Hotel,3000,7.4,2493,Chennai,Medium
Urvashi Residency,3290,7.6,1107,Chennai,Medium
"Upar Hotels Uthandi, ECR",1930,8.2,1217,Chennai,High
Metro Park,1354,6.7,776,Chennai,Medium
MGM Beach Resorts East Coast Road,11838,8.1,11688,Chennai,High
Rmc travellers inn,1706,7.1,1100,Chennai,Medium
Hotel Zain Grande,1730,7.1,178,Chennai,Medium
City Home,2600,7.5,506,Chennai,Medium
The Kings,3404,7.5,1986,Chennai,Medium
Sky Home,701,6.4,462,Chennai,Medium
OYO 44958 Park Tower,1220,6.8,355,Chennai,Medium
Balaji Residency,1788,7,97,Chennai,Medium
Hotel Chennai Gate,2085,6.9,936,Chennai,Medium
Hotel O Raaj Residency,1563,6.8,151,Chennai,Medium
Season 4 Residences - Teynampet,2394,6.8,2082,Chennai,Medium
"ITC Grand Chola, a Luxury Collection Hotel, Chennai",10620,9.3,53442,Chennai,High
Mgm Inn,2452,8.6,143,Chennai,High
Hotel O Grand Residency Near Kasi Talkies,1402,4.9,290,Chennai,Low
Maroma Suites ECR,3656,7.4,5,Chennai,Medium
Santhi Bhavan,1974,7.4,753,Chennai,Medium
Krishna International,1908,7.7,522,Chennai,Medium
Lemon Tree Hotel Shimona Chennai,11111,8.5,5549,Chennai,High
Five stones By Earth Hotel Ekkatuthangal Guindy,1260,8.8,73,Chennai,High
PP Residency,1968,7.8,1191,Chennai,Medium
Hotel Malainn,2520,7.6,12,Chennai,Medium
"Sels Home 2 single bed, attached bathroom, lift, third floor, CAR park, entire terrace",1125,9.5,11,Chennai,High
Treebo Trend Rithikha Inn Elite Chennai Trade Centre,1955,7.6,2309,Chennai,Medium
Hotel Southern Comfort,4253,7.8,4962,Chennai,Medium
Century Residency,1607,8,268,Chennai,High
Hotel Titanium Tower,2598,1.5,2,Chennai,Low
Hotel Dee Cee Manor,4417,6.9,76,Chennai,Medium
Mermaid Resort,3024,8.1,2244,Chennai,High
Fortel,3981,7.9,26857,Chennai,Medium
Taz Kamar Family Hotel,2459,8.5,3532,Chennai,High
Sai Enclave Residency,850,6.8,39,Chennai,Medium
"UPAR Hotels Thoraipakkam, OMR",2149,8.1,1073,Chennai,High
Zama Lodge,635,4.5,283,Chennai,Low
Sarovara Deluxe Rooms,1995,7,134,Chennai,Medium
Gmt Towers,986,7.4,27,Chennai,Medium
The Royal Residency,1554,7,71,Chennai,Medium
Al Noor Palace Business Class Hotel,1395,7.8,836,Chennai,Medium
Courtyard by Marriott Chennai,15694,8.7,15785,Chennai,High
Hotel Southern Residency,2102,8.2,1856,Chennai,High
Fairfield by Marriott Chennai Mahindra World City,8859,8.4,3200,Chennai,High
Beverly Hotel,3202,8,3441,Chennai,High
Treebo Trend Golden Swan Tambaram,3814,8.3,895,Chennai,High
Vsv Guest House Maduravoyal,1881,6.3,27,Chennai,Medium
Convastay Gajel- Near Apollo Greams Road,2940,6.1,52,Chennai,Medium
HALF MOON INN,1223,6.7,131,Chennai,Medium
Super Townhouse Arcot Road Near Kauvery hospital,2498,7.9,282,Chennai,Medium
Peace Inn Chennai,1405,7.5,1013,Chennai,Medium
The Chamiers Park,1414,7.1,33,Chennai,Medium
Hotel O Velachery Near Devi Karumariamman Nagar Extension,2199,7.2,288,Chennai,Medium
Hotel Suriya International,1746,6.8,265,Chennai,Medium
Krishna Inn,3496,7.7,411,Chennai,Medium
FabHotel Krishna Residency,2901,7.3,1612,Chennai,Medium
Sand Silver Business,1575,6.5,574,Chennai,Medium
Pride Hospitality Nungambakkam,2413,7.6,59,Chennai,Medium
Hotel Star City,5402,8.2,347,Chennai,High
Medavakkam Sri Sai Residency,2539,6.8,456,Chennai,Medium
ibis Chennai City Centre,11550,8.5,19061,Chennai,High
The K11 Golden Gate,2625,7.1,6,Chennai,Medium
Kiruba Castle,1044,5.8,153,Chennai,Medium
Thangam Balaji guest house-Teynampet,993,7.5,577,Chennai,Medium
